Station_Name,Street_Address,City,Access_Days_Time,EV_Level1_EVSE_Num,EV_Level2_EVSE_Num,EV_DC_Fast_Count,EV_Other_Info,New_Georeferenced_Column,Category,Latitude,Longitude,Total_EVSE_Num,distance_to_A,distance_to_B,geometry,Station_Category,Address_Number,Charger_Category
BMW OF DARIEN,138-142 Ledge Rd,Darien,24 hours daily,0,2,0,NONE,POINT (-73.4764687 41.072882),Daily,41.072882,-73.4764687,2,43.71981652492293,35.803134786611,POINT (-73.4764687 41.072882),Level 2 only,0,1-3
Dunkinâ€™ - Tesla Supercharger,893 E Main St,Meriden,24 hours daily; for tesla use only,0,0,8,NONE,POINT (-72.773473 41.527367),Tesla,41.527367,-72.773473,8,59.85230153549091,58.73107092621719,POINT (-72.773473 41.527367),DC Fast only,1,7-9
Town of Beacon Falls - Commuter Lot,105 N Main St,Beacon Falls,24 hours daily,0,1,0,NONE,POINT (-73.065583 41.44548100000001),Daily,41.44548100000001,-73.065583,1,35.177523407635945,32.955946733635685,POINT (-73.065583 41.44548100000001),Level 2 only,2,1-3
OLD SAYBROOK VW,319 Middlesex Turnpike,Old Saybrook,24 hours daily,0,2,0,NONE,POINT (-72.3825 41.3102778),Daily,41.3102778,-72.3825,2,93.885243220728,90.15932011861359,POINT (-72.3825 41.3102778),Level 2 only,3,1-3
Fairfield Rail Station,80 Mill Plain Rd,Fairfield,24 hours daily,0,2,0,NONE,POINT (-73.264511 41.143125),Daily,41.143125,-73.264511,2,40.407185631851256,32.1478224438108,POINT (-73.264511 41.143125),Level 2 only,4,1-3
FOUNDRY66,50 Franklin St,Norwich,24 hours daily,0,2,0,NONE,POINT (-72.0741188 41.525611),Daily,41.525611,-72.0741188,2,118.04849891555965,116.1964877593748,POINT (-72.0741188 41.525611),Level 2 only,5,1-3
Corbins Corner Shopping Center - Tesla Supercharger,1445 New Britain Ave.,West Hartford,24 hours daily; for tesla use only,0,0,8,NONE,POINT (-72.759717 41.722672),Tesla,41.722672,-72.759717,8,66.88094708225451,68.41357390522477,POINT (-72.759717 41.722672),DC Fast only,6,7-9
GLASTONBURYEV,2327-2333 Main St,Glastonbury,24 hours daily,0,2,0,NONE,POINT (-72.6086744 41.711717),Daily,41.711717,-72.6086744,2,78.03332280789787,78.81883629342093,POINT (-72.6086744 41.711717),Level 2 only,7,1-3
Whole Foods Market,150 Ledge Rd,Darien,8am-10pm daily; for customer use only,4,0,0,NONE,POINT (-73.476189 41.072919),Daily,41.072919,-73.476189,4,43.71612812394991,35.79780580122516,POINT (-73.476189 41.072919),Level 1 only,8,4-6
Mystic Marriott Hotel and Spa,625 North Rd,Groton,24 hours daily; guest use only; see front desk for access,0,1,0,NONE,POINT (-72.026147 41.365973),Daily,41.365973,-72.026147,1,122.53028391762248,119.4818736460169,POINT (-72.026147 41.365973),Level 2 only,9,1-3
Brass Mill Center - Shoppers World,495 Union St,Waterbury,6am-12am daily,0,2,0,NONE,POINT (-73.025659 41.550922),Daily,41.550922,-73.025659,2,39.533144692230934,39.759788903677034,POINT (-73.025659 41.550922),Level 2 only,10,1-3
University of Connecticut Health - Center Garage,263 Farmington Ave,Farmington,24 hours daily,0,4,0,NONE,POINT (-72.79061800000001 41.730405),Daily,41.730405,-72.79061800000001,4,64.93873662845948,66.71870953835473,POINT (-72.79061800000001 41.730405),Level 2 only,11,4-6
D'Addario Nissan,329 Bridgeport Ave,Shelton,dealership business hours,0,1,1,NONE,POINT (-73.106051 41.299792),Business Hours,41.299792,-73.106051,2,36.756857280800915,30.97475931247089,POINT (-73.106051 41.299792),Level 2 and DC Fast,12,1-3
CT RAIL,198 N Cherry St,Wallingford,24 hours daily,0,2,0,NONE,POINT (-72.8231924 41.4618954),Daily,41.4618954,-72.8231924,2,55.34775608167581,53.252508841262106,POINT (-72.8231924 41.4618954),Level 2 only,13,1-3
Hampton Inn & Suites Rocky Hill - Hartford South - Tesla Destination,685 Cromwell Ave,Rocky Hill,24 hours daily; for customer use only; see front desk for access,0,2,0,NONE,POINT (-72.679679 41.650999),Daily,41.650999,-72.679679,2,70.29044617884917,70.61630335203401,POINT (-72.679679 41.650999),Level 2 only,14,1-3
Goodwives Shopping Center,25 Old Kings Hwy,Darien,24 hours daily,0,0,1,NONE,POINT (-73.466318 41.078282),Daily,41.078282,-73.466318,1,43.14381376392755,35.169033825244725,POINT (-73.466318 41.078282),DC Fast only,15,1-3
City of New Haven - Union Station Garage,50 Union Ave,New Haven,24 hours daily; pay lot,0,3,0,NONE,POINT (-72.926722 41.297487000000004),Daily,41.297487000000004,-72.926722,3,50.38180719388719,45.435154000774105,POINT (-72.926722 41.297487000000004),Level 2 only,16,1-3
Easton Public Library,691 Morehouse Rd,Easton,24 hours daily,0,2,0,NONE,POINT (-73.297822 41.251966),Daily,41.251966,-73.297822,2,28.542931018383804,20.559573287283243,POINT (-73.297822 41.251966),Level 2 only,17,1-3
The Plaza at Buckland Hills - Tesla Supercharger,1470 Pleasant Valley Road,Manchester,24 hours daily; for tesla use only,0,0,16,NONE,POINT (-72.562282 41.80452),Tesla,41.80452,-72.562282,16,85.61021652271795,87.16169698296639,POINT (-72.562282 41.80452),DC Fast only,18,10+
Greenlots - 92367,204 Stillman Hill Rd,Colebrook,24 hours daily,0,2,0,NONE,POINT (-73.138786 41.988528),Daily,41.988528,-73.138786,2,64.76880108257102,70.97161294408288,POINT (-73.138786 41.988528),Level 2 only,19,1-3
Mystic Diner Restaurant - Tesla Destination,253 Greenmanville  Ave,Mystic,24 hours daily; for customer use only,0,1,0,NONE,POINT (-71.961361 41.37356200000001),Daily,41.37356200000001,-71.961361,1,127.84668159506784,124.87311151941773,POINT (-71.961361 41.37356200000001),Level 2 only,20,1-3
Connecticut Airport Authority - Bradley Airport,Cell Phone Lot,Windsor Locks,24 hours daily,0,4,0,NONE,POINT (-72.670609 41.929342),Daily,41.929342,-72.670609,4,85.12353600325478,88.21385410430807,POINT (-72.670609 41.929342),Level 2 only,21,4-6
University of Connecticut - Motor Pool,9 Discovery Dr,Storrs,8am-3pm m-f,0,1,0,NONE,POINT (-72.261825 41.811817),Other,41.811817,-72.261825,1,108.94176406230052,109.64494437654463,POINT (-72.261825 41.811817),Level 2 only,22,1-3
Hammonasset Beach State Park - South,1288 Boston Post Rd,Madison,24 hours daily,0,4,0,NONE,POINT (-72.560456 41.263416),Daily,41.263416,-72.560456,4,80.63064740129403,76.2140530048096,POINT (-72.560456 41.263416),Level 2 only,23,4-6
Schaller Mitsubishi,25 Veterans Dr,New Britain,dealership business hours,0,1,0,NONE,POINT (-72.770648 41.649365),Business Hours,41.649365,-72.770648,1,63.012314292559594,63.66040267927766,POINT (-72.770648 41.649365),Level 2 only,24,1-3
Mansfield Public Library,54 Warrenville Rd,Mansfield,24 hours daily,0,1,0,NONE,POINT (-72.195701 41.768396),Daily,41.768396,-72.195701,1,112.61986624827057,112.83601938958166,POINT (-72.195701 41.768396),Level 2 only,25,1-3
WESTLODGE,811 Burr Mountain Rd,Torrington,24 hours daily,0,2,0,NONE,POINT (-73.1049768 41.8750604),Daily,41.8750604,-73.1049768,2,55.356907067805736,60.751952406045824,POINT (-73.1049768 41.8750604),Level 2 only,26,1-3
TOWNHALL,100 Bentley Dr,Harwinton,24 hours daily,0,2,0,NONE,POINT (-73.070231 41.7640244),Daily,41.7640244,-73.070231,2,47.865237686301185,52.01733382652425,POINT (-73.070231 41.7640244),Level 2 only,27,1-3
University of Connecticut - Avery Point,1084 Shennecossett Rd,Groton,24 hours daily,0,2,0,NONE,POINT (-72.065994 41.317722),Daily,41.317722,-72.065994,2,119.87732501686017,116.46388714294801,POINT (-72.065994 41.317722),Level 2 only,28,1-3
Middletown School District - Lawrence Elementary School,Kaplan Dr,Middletown,24 hours daily,0,2,0,NONE,POINT (-72.6824246 41.5871612),Daily,41.5871612,-72.6824246,2,68.36735150817377,67.88210821198255,POINT (-72.6824246 41.5871612),Level 2 only,29,1-3
Fairfield Mitsubishi,421 Tunxis Hill Rd,Fairfield,dealership business hours,0,1,0,NONE,POINT (-73.230597 41.176442),Business Hours,41.176442,-73.230597,1,38.648687873266866,30.634312475200247,POINT (-73.230597 41.176442),Level 2 only,30,1-3
Gates Nissan,143 Boston Post Rd,North Windham,dealership business hours,0,1,0,NONE,POINT (-72.188445 41.728247),Business Hours,41.728247,-72.188445,1,111.9898657277095,111.87528100920744,POINT (-72.188445 41.728247),Level 2 only,31,1-3
Water's Edge Resort and Spa - Tesla Destination,1525 Boston Post Rd,Westbrook,24 hours daily,0,3,0,NONE,POINT (-72.43786 41.28006),Daily,41.28006,-72.43786,3,90.0704802791929,86.00558403998333,POINT (-72.43786 41.28006),Level 2 only,32,1-3
North Haven PaviIion,100 Universal Dr,North Haven,24 hours daily,0,0,6,NONE,POINT (-72.870574 41.353572),Daily,41.353572,-72.870574,6,52.936544537576175,49.02330541655836,POINT (-72.870574 41.353572),DC Fast only,33,4-6
UNION STATION,Union Ave and Union Station,New Haven,24 hours daily,0,10,0,NONE,POINT (-72.9270748 41.2975353),Daily,41.2975353,-72.9270748,10,50.35240674794323,45.40518292714273,POINT (-72.9270748 41.2975353),Level 2 only,34,10+
Torrington Town Hall,140 Main St,Torrington,24 hours daily,0,1,0,NONE,POINT (-73.12122300000001 41.803497),Daily,41.803497,-73.12122300000001,1,48.19996154036059,53.19772878569927,POINT (-73.12122300000001 41.803497),Level 2 only,35,1-3
Crowley Nissan,1451 Farmington Ave,Bristol,dealership business hours,0,2,1,NONE,POINT (-72.894672 41.699374),Business Hours,41.699374,-72.894672,3,55.65901626747963,57.63780379962019,POINT (-72.894672 41.699374),Level 2 and DC Fast,36,1-3
Parthenon Diner Restaurant - Tesla Destination,374 E Main St,Branford,24 hours daily; for customer use only,0,1,0,NONE,POINT (-72.781436 41.296212),Daily,41.296212,-72.781436,1,61.86942553870919,57.345890933704474,POINT (-72.781436 41.296212),Level 2 only,37,1-3
Town of Mansfield - Community Center,10 S Eagleville Rd,Mansfield,24 hours daily,0,1,0,NONE,POINT (-72.242231 41.800421),Daily,41.800421,-72.242231,1,110.04677230626966,110.61420071329762,POINT (-72.242231 41.800421),Level 2 only,38,1-3
Manchester City Nissan,30 Tolland Turnpike,Manchester,dealership business hours,0,2,0,NONE,POINT (-72.507845 41.814316),Business Hours,41.814316,-72.507845,2,90.16371724271724,91.6065689502097,POINT (-72.507845 41.814316),Level 2 only,39,1-3
City of Meriden - City Hall,142 E Main St,Meriden,24 hours daily,0,4,0,NONE,POINT (-72.797226 41.536236),Daily,41.536236,-72.797226,4,58.00150732141705,57.07172053183658,POINT (-72.797226 41.536236),Level 2 only,40,4-6
City of New Haven - Sherman Tyler Lot,60 N Frontage Rd,New Haven,24 hours daily; permit lot,0,2,0,NONE,POINT (-72.948514 41.306474),Daily,41.306474,-72.948514,2,48.31611817184383,43.42669622906797,POINT (-72.948514 41.306474),Level 2 only,41,1-3
City of Meriden - Meriden Public Library,105 Miller St,Meriden,24 hours daily,0,2,0,NONE,POINT (-72.796702 41.537218),Daily,41.537218,-72.796702,2,58.05909253431326,57.14349693152515,POINT (-72.796702 41.537218),Level 2 only,42,1-3
Blogoslawski Parking Garage,10 Franklin Square,New Britain,24 hours daily,0,2,0,NONE,POINT (-72.7788286 41.664356600000005),Daily,41.664356600000005,-72.7788286,2,62.922275001044575,63.80755540380956,POINT (-72.7788286 41.664356600000005),Level 2 only,43,1-3
Comfort Inn Guilford - Tesla Destination,300 Boston Post Rd,Guilford,24 hours daily; for customer use only; see front desk for access,0,2,0,NONE,POINT (-72.657682 41.287164),Daily,41.287164,-72.657682,2,72.07128789816976,67.71637653585502,POINT (-72.657682 41.287164),Level 2 only,44,1-3
Brass Mill Center - Entrance 5,495 Union St,Waterbury,6am-12pm daily,0,2,0,NONE,POINT (-73.02614 41.549361),Daily,41.549361,-73.02614,2,39.453775822520434,39.64866092123096,POINT (-73.02614 41.549361),Level 2 only,10,1-3
Town of Simsbury - Town Hall,933 Hopmeadow St,Simsbury,24 hours daily,0,2,0,NONE,POINT (-72.489406 41.983904),Daily,41.983904,-72.489406,2,100.86728097226775,103.58386595800732,POINT (-72.489406 41.983904),Level 2 only,45,1-3
Connecticut Legislative Parking Garage,240 Capitol Ave,Hartford,7am-7pm m-f,0,5,0,NONE,POINT (-72.684758 41.765434),Other,41.765434,-72.684758,5,74.55559929494689,76.2205174211104,POINT (-72.684758 41.765434),Level 2 only,46,4-6
Middletown School District - Moody School,300 Country Club Rd,Middletown,24 hours daily,0,2,0,NONE,POINT (-72.711926 41.563917),Daily,41.563917,-72.711926,2,65.49028181782741,64.76357049800184,POINT (-72.711926 41.563917),Level 2 only,47,1-3
Barberino Nissan,505 N Colony St,Wallingford,dealership business hours,0,1,0,NONE,POINT (-72.817586 41.467376),Business Hours,41.467376,-72.817586,1,55.81151608936708,53.8021477353438,POINT (-72.817586 41.467376),Level 2 only,48,1-3
CityPlace Garage,185 Asylum St,Hartford,garage business hours,0,2,0,NONE,POINT (-72.676489 41.766656),Business Hours,41.766656,-72.676489,2,75.23276894411549,76.87409562057692,POINT (-72.676489 41.766656),Level 2 only,49,1-3
CURRAN VOLKSWAG,2774-2788 CT-113,Stratford,24 hours daily,0,2,0,NONE,POINT (-73.132624 41.198568),Daily,41.198568,-73.132624,2,41.93817263867578,34.63569395028551,POINT (-73.132624 41.198568),Level 2 only,50,1-3
"Inn at Stonington, a Select Registry Property - Tesla Destination",60 Water St,Stonington,24 hours daily; for customer use only,0,3,0,NONE,POINT (-71.906918 41.331744),Daily,41.331744,-71.906918,3,132.8683056219583,129.6353164403987,POINT (-71.906918 41.331744),Level 2 only,51,1-3
"Westport Town Hall 110 Myrtle Ave Westport, CT 06880",110 Myrtle Avenue,Westport,mo: not specified; tu: not specified; we: not specified; th: not specified; fr: not specified; sa: not specified; su: not specified,0,2,0,NONE,POINT (-73.35947443366 41.145215689458),Other,41.145215689458,-73.35947443366,2,37.212350187178444,28.830074911072725,POINT (-73.35947443366 41.145215689458),Level 2 only,52,1-3
STARWOOD,1 Star Point,Stamford,24 hours daily,0,2,0,NONE,POINT (-73.5318605 41.0409048),Daily,41.0409048,-73.5318605,2,47.42244970993008,39.84327954413146,POINT (-73.5318605 41.0409048),Level 2 only,53,1-3
Popeyes Kitchen - Fairfield Pizza,200 E Main St,Stratford,24 hours daily,0,0,1,NONE,POINT (-73.117486 41.202742),Daily,41.202742,-73.117486,1,42.5192656459167,35.34764826615109,POINT (-73.117486 41.202742),DC Fast only,54,1-3
Dunkin' Donuts - Tesla Supercharger,160 Kukas Lane,Waterbury,24 hours daily; for tesla use only,0,0,8,NONE,POINT (-73.005613 41.53713),Tesla,41.53713,-73.005613,8,40.84323945959695,40.657099719612134,POINT (-73.005613 41.53713),DC Fast only,55,7-9
Crest Ford,218 Flanders Rd,Niantic,24 hours daily,0,1,0,NONE,POINT (-72.211435 41.354043),Daily,41.354043,-72.211435,1,107.26957192702871,104.04819701792137,POINT (-72.211435 41.354043),Level 2 only,56,1-3
Central Connecticut State University - Sheridan Dorm Lot,65 Wells St,New Britain,24 hours daily,0,1,0,NONE,POINT (-72.762739 41.692973),Daily,41.692973,-72.762739,1,65.32580285596171,66.50911962087045,POINT (-72.762739 41.692973),Level 2 only,57,1-3
LIBRARY KIOSK,24 Main St,New Milford,24 hours daily,0,1,0,NONE,POINT (-73.41116 41.5785572),Daily,41.5785572,-73.41116,1,13.914899977008544,20.71820439804413,POINT (-73.41116 41.5785572),Level 2 only,58,1-3
Hotel HiHo - Tesla Destination,4180 Black Rock Tpke,Fairfield,24 hours daily; for customer use only,0,3,0,NONE,POINT (-73.271401 41.203858),Daily,41.203858,-73.271401,3,34.241074549560885,26.147372241876422,POINT (-73.271401 41.203858),Level 2 only,59,1-3
Summer Street Garage,100 Summer St,Stamford,restricted to garage hours; pay lot,0,3,0,NONE,POINT (-73.541625 41.054155),Pay Lot,41.054155,-73.541625,3,46.03211844339635,38.53996333417309,POINT (-73.541625 41.054155),Level 2 only,60,1-3
MUNICIP STATION,3 Primrose St,Newtown,24 hours daily,0,2,0,NONE,POINT (-73.2847962 41.4007757),Daily,41.4007757,-73.2847962,2,18.307399558786486,14.166450506302242,POINT (-73.2847962 41.4007757),Level 2 only,61,1-3
PURDUE PHARMA,201 Tresser Blvd,Stamford,24 hours daily,0,4,0,NONE,POINT (-73.53779 41.050574),Daily,41.050574,-73.53779,4,46.39641420562172,38.871070909696606,POINT (-73.53779 41.050574),Level 2 only,62,4-6
Hartford High School,55 Forest St,Hartford,24 hours daily,0,2,0,NONE,POINT (-72.701271 41.765034),Daily,41.765034,-72.701271,2,73.30596348753268,75.04103734697092,POINT (-72.701271 41.765034),Level 2 only,63,1-3
Bloomfield Town Hall,800 Bloomfield Avenue,Bloomfield,mo: 12:00am-12:00am; tu: 12:00am-12:00am; we: 12:00am-12:00am; th: 12:00am-12:00am; fr: 12:00am-12:00am; sa: 12:00am-12:00am; su: 12:00am-12:00am,0,2,0,NONE,POINT (-72.7373929 41.8298475),Other,41.8298475,-72.7373929,2,74.25963155273527,76.8263576816048,POINT (-72.7373929 41.8298475),Level 2 only,64,1-3
GUNNERY,16 Kirby Rd,Washington,24 hours daily,0,2,0,NONE,POINT (-73.3124 41.628033),Daily,41.628033,-73.3124,2,23.042420303895558,28.472143557264577,POINT (-73.3124 41.628033),Level 2 only,65,1-3
University of Connecticut - Storrs Center Garage,33 Royce Cir,Storrs,24 hours daily,0,4,0,NONE,POINT (-72.2442218 41.8041965),Daily,41.8041965,-72.2442218,4,110.03000644503332,110.63162596788536,POINT (-72.2442218 41.8041965),Level 2 only,66,4-6
JAGLRNH,521 Washington Ave,North Haven,24 hours daily,0,2,0,NONE,POINT (-72.8415278 41.4168397),Daily,41.4168397,-72.8415278,2,54.113871488086524,51.27228839646718,POINT (-72.8415278 41.4168397),Level 2 only,67,1-3
Town of Stafford - Town Hall,1 Main St,Stafford Springs,24 hours daily,0,4,0,NONE,POINT (-72.303231 41.953668),Daily,41.953668,-72.303231,4,112.3038289855961,114.17198578015179,POINT (-72.303231 41.953668),Level 2 only,68,4-6
Charter Oak International Academy,425 Oakwood Ave,West Hartford,24 hours daily,0,2,0,NONE,POINT (-72.722829 41.742975),Daily,41.742975,-72.722829,2,70.61838682348933,72.21132528415455,POINT (-72.722829 41.742975),Level 2 only,69,1-3
Town of Newington - Market Square,90 Market Square,Newington,24 hours daily,0,4,0,NONE,POINT (-72.7214 41.6972),Daily,41.6972,-72.7214,4,68.69200779516162,69.74476932632425,POINT (-72.7214 41.6972),Level 2 only,70,4-6
Riverfield School,1625 Mill Plain Rd,Fairfield,school hours,0,2,0,NONE,POINT (-73.267585 41.162306),Other,41.162306,-73.267585,2,38.40198174380458,30.178581215394455,POINT (-73.267585 41.162306),Level 2 only,71,1-3
Capital Regional Development Authority (CRDA),105 Columbus Blvd,Hartford,6am-12am daily,0,2,0,NONE,POINT (-72.670165 41.763287),Daily,41.763287,-72.670165,2,75.54318396869698,77.12164566527966,POINT (-72.670165 41.763287),Level 2 only,72,1-3
The SoNo Collection,100 N Water St,Norwalk,6am-12am,0,10,0,NONE,POINT (-73.418883 41.104791),Other,41.104791,-73.418883,10,40.55718207422195,32.34421205918107,POINT (-73.418883 41.104791),Level 2 only,73,10+
City of New Haven - Whalley Blake Parking Lot,919 Whalley Ave,New Haven,24 hours daily; pay lot,0,2,0,NONE,POINT (-72.960178 41.327848),Daily,41.327848,-72.960178,2,46.5657397948676,41.98498306753323,POINT (-72.960178 41.327848),Level 2 only,74,1-3
Riverview Cinemas 8 and Playhouse - Tesla Destination,690 Main St S,Southbury,24 hours daily; for customer use only,0,4,0,NONE,POINT (-73.230644 41.465044),Daily,41.465044,-73.230644,4,21.306240126876325,20.234036251297663,POINT (-73.230644 41.465044),Level 2 only,75,4-6
The Ridgefield Playhouse,80 E Ridge Rd,Ridgefield,24 hours daily,0,2,0,NONE,POINT (-73.492605 41.282264),Daily,41.282264,-73.492605,2,20.467799386935713,12.91086294352498,POINT (-73.492605 41.282264),Level 2 only,76,1-3
Meriden Station Garage,24 Colony St,Meriden,24 hours daily,0,3,0,NONE,POINT (-72.802667 41.539218),Daily,41.539218,-72.802667,3,57.595541121637325,56.726414586534275,POINT (-72.802667 41.539218),Level 2 only,77,1-3
HONDA WESTPORT,1372 Post Rd E,Westport,24 hours daily,0,3,0,NONE,POINT (-73.317072 41.138623),Daily,41.138623,-73.317072,3,39.054215040863426,30.67939254965672,POINT (-73.317072 41.138623),Level 2 only,78,1-3
FOXWOODS,350 Trolley Line Blvd,Mashantucket,24 hours daily,0,2,0,NONE,POINT (-71.9600027 41.4733521),Daily,41.4733521,-71.9600027,2,127.44768190804521,125.17306413992635,POINT (-71.9600027 41.4733521),Level 2 only,79,1-3
TOWN HALL LOT,740 Main St,East Hartford,24 hours daily,0,2,0,NONE,POINT (-72.6446905 41.7660404),Daily,41.7660404,-72.6446905,2,77.58842691140215,79.08809114150272,POINT (-72.6446905 41.7660404),Level 2 only,80,1-3
FOXWOODS,350 Trolley Line Blvd,Ledyard,24 hours daily,0,2,0,NONE,POINT (-71.9600034 41.4733358),Daily,41.4733358,-71.9600034,2,127.44762857627175,125.1728952386716,POINT (-71.9600034 41.4733358),Level 2 only,79,1-3
Plainville High School,47 Robert Holcomb Way,Plainville,24 hours daily,0,1,0,NONE,POINT (-72.8580302 41.6659341),Daily,41.6659341,-72.8580302,1,56.84637336230439,58.14314501480926,POINT (-72.8580302 41.6659341),Level 2 only,81,1-3
Connecticut Welcome Center - Tesla Supercharger,1 West Ave.,Darien,24 hours daily; for tesla use only,0,0,4,NONE,POINT (-73.504917 41.067306),Tesla,41.067306,-73.504917,4,44.36154846825826,36.62238435156086,POINT (-73.504917 41.067306),DC Fast only,82,4-6
Whole Foods Market,350 Grasmere Ave,Fairfield,8am-10pm daily; for customer use only; see inside for access,0,1,0,NONE,POINT (-73.240315 41.157925),Daily,41.157925,-73.240315,1,39.955756017731915,31.823252433277766,POINT (-73.240315 41.157925),Level 2 only,83,1-3
Tamarack Country Club - Tesla Destination,55 Locust Rd,Greenwich,24 hours daily; for member use only; see valet for access,0,3,0,NONE,POINT (-73.709755 41.094294),Daily,41.094294,-73.709755,3,45.398172122267404,39.66725475749923,POINT (-73.709755 41.094294),Level 2 only,84,1-3
Madison Beach Hotel - Tesla Destination,94 W Wharf Rd,Madison,24 hours daily; overnight valet fee,0,2,0,NONE,POINT (-72.608573 41.27077),Daily,41.27077,-72.608573,2,76.5338447390066,72.10023016474621,POINT (-72.608573 41.27077),Level 2 only,85,1-3
Newington Electric,72 Pane Rd,Newington,24 hours daily,0,3,0,NONE,POINT (-72.729203 41.65514),Daily,41.65514,-72.729203,3,66.4911632422128,67.04916161826368,POINT (-72.729203 41.65514),Level 2 only,86,1-3
Premier Kia,205 N Main St,Branford,24 hours daily; priority for customer use,0,1,0,NONE,POINT (-72.809324 41.289894),Daily,41.289894,-72.809324,1,59.88127947198825,55.20299825771377,POINT (-72.809324 41.289894),Level 2 only,87,1-3
The Shoppes at Fox Run 1,25 Welles St # 55,Glastonbury,24 hours daily,0,0,2,NONE,POINT (-72.608292 41.714088),Daily,41.714088,-72.608292,2,78.1542186184284,78.9641301017303,POINT (-72.608292 41.714088),DC Fast only,88,1-3
NBCSG,98 Maher Rd,Stamford,24 hours daily,0,14,0,NONE,POINT (-73.516045 41.054321),Daily,41.054321,-73.516045,14,45.8449807594746,38.17094517607368,POINT (-73.516045 41.054321),Level 2 only,89,10+
EDENS BISHOPS,345 N Main St,West Hartford,24 hours daily,0,2,0,NONE,POINT (-72.7479436 41.784487),Daily,41.784487,-72.7479436,2,70.90186693597713,73.06825450144116,POINT (-72.7479436 41.784487),Level 2 only,90,1-3
Propark - Water Street Garage,161 Water St,New London,restricted to garage hours; pay lot,8,4,0,1 Conductive 120V,POINT (-72.093784 41.355486),Pay Lot,41.355486,-72.093784,12,117.02668136970334,113.87424225420953,POINT (-72.093784 41.355486),Level 1 and 2,91,10+
Connecticut Post Mall - Tesla Supercharger,1201 Boston Post Road,Milford,24 hours daily; for tesla use only,0,0,14,NONE,POINT (-73.036133 41.238119),Tesla,41.238119,-73.036133,14,45.37113529881868,39.078434374357535,POINT (-73.036133 41.238119),DC Fast only,92,10+
Manchester Honda,24 Adams St,Manchester,dealership business hours,0,1,0,NONE,POINT (-72.552974 41.795898),Business Hours,41.795898,-72.552974,1,85.90032504232835,87.33644932701056,POINT (-72.552974 41.795898),Level 2 only,93,1-3
